Date,Temperature,RelHumidity,AtmPressure,Visibility,WindDir,WindSpeed,Precipitation,Snowfall,SnowDepth,Discharge,StageHeight
2012-01-01,31.377184139784944,67.26411290322581,29.148494623655917,9.924731182795698,307.315188172043,26.1065188172043,0.0,0.0,0.0,431.0,6.16
2012-01-02,21.597815764482434,57.44729344729345,29.44657644824311,9.648622981956315,313.4520417853751,22.056030389363723,0.0,0.0,0.0,431.0,6.15
2012-01-03,13.325833333333334,63.51055555555555,29.374611111111108,9.958333333333334,205.07777777777778,12.933333333333332,0.0,0.0,0.0,431.0,6.14
2012-01-04,28.43611111111111,60.34055555555555,29.27720555555555,9.986111111111112,270.0888888888889,13.722222222222221,0.0,0.0,0.0,431.0,6.13
2012-01-05,27.694202898550724,59.46,29.18337777777778,10.0,214.55120772946862,8.610555555555555,0.0,0.0,0.0,462.0,6.21
2012-01-06,27.460942028985507,71.34944444444444,29.108666666666675,10.0,188.8111111111111,5.2444444444444445,0.0,0.0,0.0,482.0,6.26
2012-01-07,29.134283000949665,67.67937321937322,29.253216144349476,10.0,254.54226020892688,9.97908831908832,0.0,0.0,0.0,486.0,6.27
2012-01-08,25.90833333333333,72.01944444444443,29.294094444444443,9.736111111111112,110.06111111111109,3.4066666666666663,0.0,0.0,0.0,482.0,6.25
2012-01-09,27.949444444444442,70.73166666666667,29.16842777777778,9.694444444444445,227.07222222222222,10.054444444444444,0.0,0.0,0.0,439.0,6.21
2012-01-10,29.09,63.791111111111114,29.08728888888889,9.944444444444445,175.9611111111111,6.0872222222222225,0.0,0.0,0.0,396.0,6.17
2012-01-11,27.890131009763934,70.57885304659497,28.90845519713262,9.088888888888889,225.44802867383513,11.021505376344086,0.0,0.0,0.0,396.0,6.16
2012-01-12,16.90530142781597,72.02943768729068,28.877633527234256,4.345463538722442,285.231799753217,17.32513661202186,0.10333333333333333,1.2333333333333334,1.3333333333333333,396.0,6.16
2012-01-13,15.57823613086771,75.29468942626836,28.978387861545755,8.371621621621623,257.0697012802276,10.993598862019915,0.09000000000000001,1.1666666666666667,2.3333333333333335,396.0,5.94
2012-01-14,18.33652618135377,71.14697743720733,29.141769293924472,9.296296296296296,168.1799245879706,6.067110624581889,0.0,0.0,3.0,396.0,5.99
2012-01-15,29.305833333333332,78.17611111111113,29.174677777777777,7.753472222222222,171.99444444444444,8.323333333333332,0.0,0.0,3.0,396.0,6.04
2012-01-16,31.80805555555556,74.03888888888889,29.003188888888886,9.847222222222221,207.01666666666665,7.126666666666666,0.0,0.0,2.5,396.0,6.04
2012-01-17,23.94395621338267,80.52975639839656,29.116578785075543,6.039479905437353,246.0175763182239,11.460684551341352,0.18000000000000002,1.6666666666666667,3.0,396.0,6.13
2012-01-18,6.240555555555554,74.46277777777777,29.28506111111111,7.928055555555556,194.62222222222223,8.80111111111111,0.05000000000000001,0.5666666666666668,3.6666666666666665,396.0,6.1
2012-01-19,9.953228869895538,70.1111111111111,29.243793922127253,9.454772079772079,199.71509971509968,7.71082621082621,0.0,0.0,4.0,396.0,6.11
2012-01-20,10.474842767295598,69.61635220125787,29.20930817610063,6.694182389937107,160.78858248669567,11.676705370101596,0.013333333333333334,0.2333333333333333,3.6666666666666665,396.0,6.19
2012-01-21,14.66025641025641,75.07549857549857,29.20390788224122,8.993589743589745,160.74074074074073,9.062203228869896,0.15000000000000002,2.4333333333333336,6.0,396.0,6.24
2012-01-22,29.287581699346404,80.9366515837104,28.91849798893917,5.771241830065359,143.43388637506283,10.386877828054297,0.0,0.0,5.5,396.0,6.26
2012-01-23,29.757609338061467,83.5409278959811,28.694380075033393,6.212765957446808,198.67316784869976,10.787972813238772,0.24666666666666667,0.5333333333333333,5.0,396.0,6.09
2012-01-24,25.676053639846742,76.07739463601531,29.124524904214564,8.72844827586207,271.94636015325676,14.129501915708813,0.0,0.0,4.5,396.0,6.03
2012-01-25,23.62179487179487,77.91025641025641,29.173846153846153,6.674825174825174,180.3846153846154,13.153846153846153,0.0,0.0,3.5,396.0,6.03
2012-01-26,28.5640589569161,85.6798469387755,28.949139739229008,3.894200581395349,230.965316977855,11.66028911564626,0.0,0.0,3.5,396.0,6.0
2012-01-27,23.045833333333334,82.675,29.03591666666667,6.909234234234234,244.08333333333334,10.700000000000001,0.0,0.0,3.5,396.0,6.03
